Saturday,GHETTS,19:30 - 20:30,JOHN PEEL STAGE
Saturday,PA SALIEU,18:00 - 19:00,JOHN PEEL STAGE
Saturday,BEABADOOBEE,16:30 - 17:30,JOHN PEEL STAGE
Saturday,SELF ESTEEM,15:15 - 16:00,JOHN PEEL STAGE
Saturday,HOLLY HUMBERSTONE,14:00 - 14:45,JOHN PEEL STAGE
Saturday,ENNY,12:45 - 13:30,JOHN PEEL STAGE
Saturday,GO_A,11:30 - 12:15,JOHN PEEL STAGE
Saturday,JESSIE WARE,23:00 - 00:15,THE PARK STAGE
Saturday,MITSKI,21:15 - 22:15,THE PARK STAGE
Saturday,THE AVALANCHES,19:45 - 20:45,THE PARK STAGE
Saturday,BIG THIEF,18:15 - 19:15,THE PARK STAGE
Saturday,SQUID,16:45 - 17:45,THE PARK STAGE
Saturday,SAMPA THE GREAT,15:15 - 16:15,THE PARK STAGE
Saturday,GABRIELS,14:00 - 14:45,THE PARK STAGE
Saturday,KATY J PEARSON,12:45 - 13:30,THE PARK STAGE
Saturday,YASMIN WILLIAMS,11:30 - 12:10,THE PARK STAGE
Saturday,THE WATERBOYS,21:30 - 23:00,ACOUSTIC STAGE
Saturday,RALPH MCTELL,20:00 - 21:00,ACOUSTIC STAGE
Saturday,SCOUTING FOR GIRLS,18:30 - 19:30,ACOUSTIC STAGE
Saturday,TONY CHRISTIE,17:30 - 18:15,ACOUSTIC STAGE
Saturday,CHRIS DIFFORD,16:30 - 17:15,ACOUSTIC STAGE
Saturday,GRAINNE DUFFY,15:30 - 16:15,ACOUSTIC STAGE
Saturday,LAURA VEIRS,14:30 - 15:10,ACOUSTIC STAGE
Saturday,KATHERINE PRIDDY,13:40 - 14:20,ACOUSTIC STAGE
Saturday,49TH & MAIN,12:45 - 13:25,ACOUSTIC STAGE
Saturday,TOM WEBBER BEST DEMO OF THE YEAR,12:00 - 12:30,ACOUSTIC STAGE
Sunday,KENDRICK LAMAR,21:45 - 23:15,PYRAMID STAGE
Sunday,LORDE,19:30 - 20:45,PYRAMID STAGE
Sunday,ELBOW,17:45 - 18:45,PYRAMID STAGE
Sunday,DIANA ROSS,16:00 - 17:15,PYRAMID STAGE
Sunday,HERBIE HANCOCK,14:00 - 15:00,PYRAMID STAGE
Sunday,DAKHABRAKHA,12:45 - 13:30,PYRAMID STAGE
Sunday,BLACK DYKE BAND,11:30 - 12:15,PYRAMID STAGE
Sunday,PET SHOP BOYS,21:40 - 23:15,OTHER STAGE
Sunday,YEARS & YEARS,19:45 - 20:45,OTHER STAGE
Sunday,KACEY MUSGRAVES,18:00 - 19:00,OTHER STAGE
Sunday,FONTAINES DC,16:30 - 17:30,OTHER STAGE
Sunday,DECLAN MCKENNA,15:00 - 16:00,OTHER STAGE
Sunday,LIANNE LA HAVAS,13:30 - 14:30,OTHER STAGE
Sunday,SEA GIRLS,12:15 - 13:00,OTHER STAGE
Sunday,KOJEY RADICAL,11:00 - 11:45,OTHER STAGE
Sunday,BICEP,21:45 - 23:15,WEST HOLTS STAGE
Sunday,ANGELIQUE KIDJO,20:00 - 21:00,WEST HOLTS STAGE
Sunday,KOFFEE,18:30 - 19:30,WEST HOLTS STAGE
Sunday,SNARKY PUPPY,17:00 - 18:00,WEST HOLTS STAGE
Sunday,NUBYA GARCIA,15:30 - 16:30,WEST HOLTS STAGE
Sunday,NIGHTMARES ON WAX,14:00 - 15:00,WEST HOLTS STAGE
Sunday,EMMA-JEAN THACKRAY,12:30 - 13:30,WEST HOLTS STAGE
Sunday,ISHMAEL ENSEMBLE,11:00 - 12:00,WEST HOLTS STAGE
Sunday,CHARLI XCX,21:30 - 22:45,JOHN PEEL STAGE
Sunday,LITTLE DRAGON,20:00 - 21:00,JOHN PEEL STAGE
Sunday,TURNSTILE,18:30 - 19:30,JOHN PEEL STAGE
Sunday,AMYL AND THE SNIFFERS,17:00 - 18:00,JOHN PEEL STAGE
Sunday,CLAIRO,15:30 - 16:30,JOHN PEEL STAGE
Sunday,GEORGE EZRA,14:00 - 15:00,JOHN PEEL STAGE
Sunday,SPORTS TEAM,12:30 - 13:30,JOHN PEEL STAGE
Sunday,JUST MUSTARD,11:15 - 12:00,JOHN PEEL STAGE
Sunday,COURTNEY BARNETT,21:15 - 22:30,THE PARK STAGE
Sunday,JARV IS,19:45 - 20:45,THE PARK STAGE
Sunday,JACK WHITE,18:15 - 19:15,THE PARK STAGE
Sunday,CAROLINE POLACHEK,16:30 - 17:30,THE PARK STAGE
Sunday,CATE LE BON,15:15 - 16:00,THE PARK STAGE
Sunday,WARMDUSCHER,14:00 - 14:45,THE PARK STAGE
Sunday,BIG JOANIE,12:45 - 13:30,THE PARK STAGE
Sunday,DEEP THROAT CHOIR,11:30 - 12:15,THE PARK STAGE
Sunday,SUZANNE VEGA,21:30 - 23:00,ACOUSTIC STAGE
Sunday,THE SHIRES,20:00 - 21:00,ACOUSTIC STAGE
Sunday,THE BOOTLEG BEATLES,18:30 - 19:30,ACOUSTIC STAGE
Sunday,FISHERMAN'S FRIENDS,17:30 - 18:15,ACOUSTIC STAGE
Sunday,GLENN TILBROOK,16:30 - 17:15,ACOUSTIC STAGE
Sunday,DAMIEN DEMPSEY,15:30 - 16:15,ACOUSTIC STAGE
Sunday,ERROL LINTON,14:30 - 15:10,ACOUSTIC STAGE
Sunday,CHLOE FOY,13:40 - 14:20,ACOUSTIC STAGE
Sunday,LEWIS MCLAUGHLIN EMERGING TALENT COMPETITION WINNER,12:45 - 13:25,ACOUSTIC STAGE
Sunday,MEGAN MCKENNA,12:00 - 12:30,ACOUSTIC STAGE
